id,ime,leto,zmage doma,porazi doma,zmage v gosteh,porazi v gosteh,zmage nevtralno,porazi nevtralno,zmage <= 3,porazi <= 3,zmage >= 10,porazi >= 10
BOS,Boston Celtics,1980,35,6,26,15,,,8,7,34,5
LAL,Los Angeles Lakers,1980,37,4,23,18,,,11,5,29,6
PHI,Philadelphia 76ers,1980,36,5,23,18,,,17,3,24,8
SEA,Seattle SuperSonics,1980,33,8,23,18,,,10,6,25,7
PHO,Phoenix Suns,1980,37,5,18,22,,,10,4,27,12
ATL,Atlanta Hawks,1980,32,9,18,23,,,8,11,19,11
MIL,Milwaukee Bucks,1980,28,12,21,21,,,13,10,23,12
KCK,Kansas City Kings,1980,30,11,17,24,,,10,11,22,9
HOU,Houston Rockets,1980,29,12,12,29,,,15,7,17,16
SAS,San Antonio Spurs,1980,27,14,14,27,,,7,7,13,13
WSB,Washington Bullets,1980,24,17,15,26,,,11,9,10,24
NYK,New York Knicks,1980,25,16,14,27,,,6,10,13,21
POR,Portland Trail Blazers,1980,26,15,12,29,,,11,9,16,16
CLE,Cleveland Cavaliers,1980,28,13,9,32,,,8,13,18,15
IND,Indiana Pacers,1980,26,15,11,30,,,8,6,16,17
SDC,San Diego Clippers,1980,24,17,11,30,,,5,12,14,27
NJN,New Jersey Nets,1980,22,19,12,29,,,5,12,16,17
CHI,Chicago Bulls,1980,21,20,9,32,,,7,9,7,20
DEN,Denver Nuggets,1980,24,17,6,35,,,5,7,12,28
GSW,Golden State Warriors,1980,15,26,9,32,,,2,14,13,22
UTA,Utah Jazz,1980,17,24,7,34,,,6,6,8,35
DET,Detroit Pistons,1980,13,28,3,38,,,4,9,6,41
BOS,Boston Celtics,1981,35,6,27,14,,,11,6,29,9
PHI,Philadelphia 76ers,1981,37,4,25,16,,,8,5,38,7
MIL,Milwaukee Bucks,1981,34,7,26,15,,,7,5,36,9
PHO,Phoenix Suns,1981,36,5,21,20,,,9,4,36,10
LAL,Los Angeles Lakers,1981,30,11,24,17,,,9,9,19,9
SAS,San Antonio Spurs,1981,34,7,18,23,,,14,4,21,16
NYK,New York Knicks,1981,28,13,22,19,,,17,5,19,13
CHI,Chicago Bulls,1981,26,15,19,22,,,7,7,26,15
POR,Portland Trail Blazers,1981,30,11,15,26,,,10,8,16,17
IND,Indiana Pacers,1981,27,14,17,24,,,6,13,17,15
HOU,Houston Rockets,1981,25,16,15,26,,,12,14,13,13
KCK,Kansas City Kings,1981,24,17,16,25,,,11,10,13,16
GSW,Golden State Warriors,1981,26,15,13,28,,,10,13,9,14
WSB,Washington Bullets,1981,26,15,13,28,,,3,8,28,23
DEN,Denver Nuggets,1981,23,18,14,27,,,11,14,16,13
SDC,San Diego Clippers,1981,22,19,14,27,,,5,10,20,25
SEA,Seattle SuperSonics,1981,22,19,12,29,,,10,9,11,20
ATL,Atlanta Hawks,1981,20,21,11,30,,,7,18,9,18
CLE,Cleveland Cavaliers,1981,20,21,8,33,,,7,9,12,27
UTA,Utah Jazz,1981,20,21,8,33,,,11,6,7,31
NJN,New Jersey Nets,1981,16,25,8,33,,,9,8,9,32
DET,Detroit Pistons,1981,14,27,7,34,,,8,13,6,27
DAL,Dallas Mavericks,1981,11,30,4,37,,,4,8,4,35
BOS,Boston Celtics,1982,35,6,28,13,,,13,4,29,8
PHI,Philadelphia 76ers,1982,32,9,26,15,,,9,7,27,5
LAL,Los Angeles Lakers,1982,30,11,27,14,,,13,7,27,6
MIL,Milwaukee Bucks,1982,31,10,24,17,,,6,9,30,8
SEA,Seattle SuperSonics,1982,31,10,21,20,,,12,8,26,11
SAS,San Antonio Spurs,1982,29,12,19,22,,,4,3,24,15
DEN,Denver Nuggets,1982,29,12,17,24,,,7,5,22,16
HOU,Houston Rockets,1982,25,16,21,20,,,14,10,15,16
PHO,Phoenix Suns,1982,31,10,15,26,,,9,9,24,10
GSW,Golden State Warriors,1982,28,13,17,24,,,10,7,19,18
NJN,New Jersey Nets,1982,25,16,19,22,,,6,8,21,19
WSB,Washington Bullets,1982,22,19,21,20,,,10,10,17,11
ATL,Atlanta Hawks,1982,24,17,18,23,,,7,9,20,11
POR,Portland Trail Blazers,1982,27,14,15,26,,,6,9,19,16
DET,Detroit Pistons,1982,23,18,16,25,,,8,8,12,19
IND,Indiana Pacers,1982,25,16,10,31,,,10,6,12,20
CHI,Chicago Bulls,1982,22,19,12,29,,,7,15,14,22
NYK,New York Knicks,1982,19,22,14,27,,,9,12,13,21
KCK,Kansas City Kings,1982,23,18,7,34,,,8,4,10,25
DAL,Dallas Mavericks,1982,16,25,12,29,,,9,8,7,24
UTA,Utah Jazz,1982,18,23,7,34,,,3,7,8,33
SDC,San Diego Clippers,1982,11,30,6,35,,,4,10,4,33
CLE,Cleveland Cavaliers,1982,9,32,6,35,,,4,13,2,35
PHI,Philadelphia 76ers,1983,35,6,30,11,,,7,4,39,6
LAL,Los Angeles Lakers,1983,33,8,25,16,,,13,5,34,10
BOS,Boston Celtics,1983,33,8,23,18,,,7,4,29,7
PHO,Phoenix Suns,1983,32,9,21,20,,,4,10,30,10
SAS,San Antonio Spurs,1983,31,10,22,19,,,13,9,25,9
MIL,Milwaukee Bucks,1983,31,10,20,21,,,7,7,34,13
NJN,New Jersey Nets,1983,30,11,19,22,,,6,7,18,14
SEA,Seattle SuperSonics,1983,29,12,19,22,,,9,11,23,12
POR,Portland Trail Blazers,1983,31,10,15,26,,,6,5,19,15
DEN,Denver Nuggets,1983,29,12,16,25,,,2,3,25,22
KCK,Kansas City Kings,1983,30,11,15,26,,,9,4,23,19
NYK,New York Knicks,1983,26,15,18,23,,,7,7,25,14
ATL,Atlanta Hawks,1983,26,15,17,24,,,9,2,19,25
WSB,Washington Bullets,1983,27,14,15,26,,,11,11,14,14
DAL,Dallas Mavericks,1983,23,18,15,26,,,7,11,16,18
DET,Detroit Pistons,1983,23,18,14,27,,,6,8,18,18
GSW,Golden State Warriors,1983,21,20,9,32,,,4,7,12,29
UTA,Utah Jazz,1983,21,20,9,32,,,2,7,9,28
CHI,Chicago Bulls,1983,18,23,10,31,,,6,10,7,29
SDC,San Diego Clippers,1983,18,23,7,34,,,2,8,9,26
CLE,Cleveland Cavaliers,1983,15,26,8,33,,,8,3,6,35
IND,Indiana Pacers,1983,14,27,6,35,,,6,8,3,25
HOU,Houston Rockets,1983,9,32,5,36,,,8,8,3,42
BOS,Boston Celtics,1984,33,8,29,12,,,9,4,31,4
LAL,Los Angeles Lakers,1984,28,13,26,15,,,6,5,24,12
PHI,Philadelphia 76ers,1984,32,9,20,21,,,12,6,16,9
MIL,Milwaukee Bucks,1984,30,11,20,21,,,5,6,30,15
DET,Detroit Pistons,1984,30,11,19,22,,,11,9,25,9
POR,Portland Trail Blazers,1984,33,8,15,26,,,8,7,25,10
NYK,New York Knicks,1984,29,12,18,23,,,5,12,21,8
NJN,New Jersey Nets,1984,29,12,16,25,,,11,6,16,11
UTA,Utah Jazz,1984,31,10,14,27,,,9,6,19,16
DAL,Dallas Mavericks,1984,31,10,12,29,,,13,12,16,11
SEA,Seattle SuperSonics,1984,32,9,10,31,,,6,7,17,18
PHO,Phoenix Suns,1984,31,10,10,31,,,4,7,25,19
ATL,Atlanta Hawks,1984,31,10,9,32,,,10,7,14,19
DEN,Denver Nuggets,1984,27,14,11,30,,,8,10,16,18
KCK,Kansas City Kings,1984,26,15,12,29,,,11,10,12,19
GSW,Golden State Warriors,1984,27,14,10,31,,,16,8,7,23
SAS,San Antonio Spurs,1984,28,13,9,32,,,6,10,16,20
WSB,Washington Bullets,1984,25,16,10,31,,,8,9,10,21
SDC,San Diego Clippers,1984,25,16,5,36,,,5,7,10,24
HOU,Houston Rockets,1984,21,20,8,33,,,5,6,15,27
CLE,Cleveland Cavaliers,1984,23,18,5,36,,,5,8,10,30
CHI,Chicago Bulls,1984,18,23,9,32,,,5,12,10,27
IND,Indiana Pacers,1984,20,21,6,35,,,7,11,10,25
BOS,Boston Celtics,1985,35,6,28,13,,,7,4,37,7
LAL,Los Angeles Lakers,1985,36,5,26,15,,,5,9,31,9
MIL,Milwaukee Bucks,1985,36,5,23,18,,,8,8,38,6
PHI,Philadelphia 76ers,1985,34,7,24,17,,,11,5,26,8
DEN,Denver Nuggets,1985,34,7,18,23,,,10,7,26,15
HOU,Houston Rockets,1985,29,12,19,22,,,9,4,21,14
DET,Detroit Pistons,1985,26,15,20,21,,,6,10,20,14
DAL,Dallas Mavericks,1985,24,17,20,21,,,6,8,20,21
NJN,New Jersey Nets,1985,27,14,15,26,,,9,7,18,22
POR,Portland Trail Blazers,1985,30,11,12,29,,,2,7,30,16
SAS,San Antonio Spurs,1985,30,11,11,30,,,6,10,18,18
UTA,Utah Jazz,1985,26,15,15,26,,,9,5,19,19
WSB,Washington Bullets,1985,28,13,12,29,,,8,5,16,14
CHI,Chicago Bulls,1985,26,15,12,29,,,11,7,13,16
CLE,Cleveland Cavaliers,1985,20,21,16,25,,,9,5,11,22
PHO,Phoenix Suns,1985,26,15,10,31,,,6,4,17,23
ATL,Atlanta Hawks,1985,19,22,15,26,,,6,12,17,22
KCK,Kansas City Kings,1985,23,18,8,33,,,4,9,12,22
LAC,Los Angeles Clippers,1985,20,21,11,30,,,8,5,11,26
SEA,Seattle SuperSonics,1985,20,21,11,30,,,8,6,12,31
NYK,New York Knicks,1985,19,22,5,36,,,8,10,7,30
GSW,Golden State Warriors,1985,17,24,5,36,,,6,7,6,27
IND,Indiana Pacers,1985,16,25,6,35,,,5,13,6,30
BOS,Boston Celtics,1986,40,1,27,14,,,5,5,40,3
LAL,Los Angeles Lakers,1986,35,6,27,14,,,7,4,34,9
MIL,Milwaukee Bucks,1986,33,8,24,17,,,4,10,39,7
PHI,Philadelphia 76ers,1986,31,10,23,18,,,10,6,19,9
HOU,Houston Rockets,1986,36,5,15,26,,,5,5,20,15
ATL,Atlanta Hawks,1986,34,7,16,25,,,8,3,24,15
DEN,Denver Nuggets,1986,34,7,13,28,,,9,5,23,18
DET,Detroit Pistons,1986,31,10,15,26,,,12,5,20,17
DAL,Dallas Mavericks,1986,26,15,18,23,,,6,7,21,12
UTA,Utah Jazz,1986,27,14,15,26,,,11,5,20,18
POR,Portland Trail Blazers,1986,27,14,13,28,,,7,6,23,17
NJN,New Jersey Nets,1986,26,15,13,28,,,5,6,16,25
WSB,Washington Bullets,1986,26,15,13,28,,,10,5,12,20
SAC,Sacramento Kings,1986,25,16,12,29,,,7,8,11,25
SAS,San Antonio Spurs,1986,21,20,14,27,,,4,10,16,23
LAC,Los Angeles Clippers,1986,22,19,10,31,,,7,6,6,34
PHO,Phoenix Suns,1986,23,18,9,32,,,7,7,19,27
SEA,Seattle SuperSonics,1986,24,17,7,34,,,4,12,18,14
CHI,Chicago Bulls,1986,22,19,8,33,,,6,4,11,27
GSW,Golden State Warriors,1986,24,17,6,35,,,7,8,11,24
CLE,Cleveland Cavaliers,1986,16,25,13,28,,,3,9,16,25
IND,Indiana Pacers,1986,19,22,7,34,,,1,7,18,28
NYK,New York Knicks,1986,15,26,8,33,,,3,5,8,33
LAL,Los Angeles Lakers,1987,37,4,28,13,,,6,1,40,10
BOS,Boston Celtics,1987,39,2,20,21,,,5,9,36,6
ATL,Atlanta Hawks,1987,35,6,22,19,,,6,7,35,9
DAL,Dallas Mavericks,1987,35,6,20,21,,,8,4,34,9
DET,Detroit Pistons,1987,32,9,20,21,,,12,6,27,12
MIL,Milwaukee Bucks,1987,32,9,18,23,,,4,7,25,15
POR,Portland Trail Blazers,1987,34,7,15,26,,,7,5,28,14
PHI,Philadelphia 76ers,1987,28,13,17,24,,,9,11,13,16
UTA,Utah Jazz,1987,31,10,13,28,,,10,3,16,21
GSW,Golden State Warriors,1987,25,16,17,24,,,9,6,14,26
HOU,Houston Rockets,1987,25,16,17,24,,,5,3,29,17
WSB,Washington Bullets,1987,27,14,15,26,,,8,4,17,21
IND,Indiana Pacers,1987,28,13,13,28,,,8,4,16,20
CHI,Chicago Bulls,1987,29,12,11,30,,,5,16,17,13
SEA,Seattle SuperSonics,1987,25,16,14,27,,,5,8,20,19
DEN,Denver Nuggets,1987,27,14,10,31,,,7,9,22,21
PHO,Phoenix Suns,1987,26,15,10,31,,,9,3,17,25
CLE,Cleveland Cavaliers,1987,25,16,6,35,,,10,6,11,21
SAC,Sacramento Kings,1987,20,21,9,32,,,7,9,9,23
SAS,San Antonio Spurs,1987,21,20,7,34,,,3,9,11,30
NJN,New Jersey Nets,1987,19,22,5,36,,,4,9,11,35
NYK,New York Knicks,1987,18,23,6,35,,,5,9,8,29
LAC,Los Angeles Clippers,1987,9,32,3,38,,,2,6,4,48
LAL,Los Angeles Lakers,1988,36,5,26,15,,,9,6,29,9
BOS,Boston Celtics,1988,36,5,21,20,,,9,2,32,13
DEN,Denver Nuggets,1988,35,6,19,22,,,5,3,32,17
DET,Detroit Pistons,1988,34,7,20,21,,,5,8,35,12
DAL,Dallas Mavericks,1988,33,8,20,21,,,5,5,29,15
POR,Portland Trail Blazers,1988,33,8,20,21,,,8,4,30,15
ATL,Atlanta Hawks,1988,30,11,20,21,,,10,11,27,15
CHI,Chicago Bulls,1988,30,11,20,21,,,10,10,25,12
UTA,Utah Jazz,1988,33,8,14,27,,,7,9,28,13
HOU,Houston Rockets,1988,31,10,15,26,,,3,6,19,16
SEA,Seattle SuperSonics,1988,32,9,12,29,,,9,6,24,19
CLE,Cleveland Cavaliers,1988,31,10,11,30,,,9,9,22,15
MIL,Milwaukee Bucks,1988,30,11,12,29,,,9,8,21,18
NYK,New York Knicks,1988,29,12,9,32,,,11,9,16,16
WSB,Washington Bullets,1988,25,16,13,28,,,5,7,16,22
IND,Indiana Pacers,1988,25,16,13,28,,,11,9,16,20
PHI,Philadelphia 76ers,1988,27,14,9,32,,,3,11,17,24
SAS,San Antonio Spurs,1988,23,18,8,33,,,8,5,9,30
PHO,Phoenix Suns,1988,22,19,6,35,,,4,6,13,28
SAC,Sacramento Kings,1988,19,22,5,36,,,10,7,9,29
GSW,Golden State Warriors,1988,16,25,4,37,,,6,10,7,34
NJN,New Jersey Nets,1988,16,25,3,38,,,3,10,7,34
LAC,Los Angeles Clippers,1988,14,27,3,38,,,7,5,6,43
DET,Detroit Pistons,1989,37,4,26,15,,,6,4,33,10
CLE,Cleveland Cavaliers,1989,37,4,20,21,,,6,7,39,9
LAL,Los Angeles Lakers,1989,35,6,22,19,,,9,7,35,10
PHO,Phoenix Suns,1989,35,6,20,21,,,5,4,33,14
ATL,Atlanta Hawks,1989,33,8,19,22,,,10,9,29,12
NYK,New York Knicks,1989,35,6,17,24,,,8,7,27,13
UTA,Utah Jazz,1989,34,7,17,24,,,6,7,36,15
MIL,Milwaukee Bucks,1989,31,10,18,23,,,1,7,31,15
CHI,Chicago Bulls,1989,30,11,17,24,,,9,4,21,16
SEA,Seattle SuperSonics,1989,31,10,16,25,,,9,7,21,15
PHI,Philadelphia 76ers,1989,30,11,16,25,,,9,5,23,14
HOU,Houston Rockets,1989,31,10,14,27,,,9,10,22,17
DEN,Denver Nuggets,1989,35,6,9,32,,,7,9,25,20
GSW,Golden State Warriors,1989,29,12,14,27,,,5,6,20,21
BOS,Boston Celtics,1989,32,9,10,31,,,5,7,22,19
WSB,Washington Bullets,1989,30,11,10,31,,,8,5,12,23
POR,Portland Trail Blazers,1989,28,13,11,30,,,4,11,22,15
DAL,Dallas Mavericks,1989,24,17,14,27,,,6,9,17,26
IND,Indiana Pacers,1989,20,21,8,33,,,6,9,11,25
SAC,Sacramento Kings,1989,21,20,6,35,,,7,6,13,34
NJN,New Jersey Nets,1989,17,24,9,32,,,7,8,7,32
LAC,Los Angeles Clippers,1989,17,24,4,37,,,8,7,6,39
SAS,San Antonio Spurs,1989,18,23,3,38,,,2,6,14,38
CHH,Charlotte Hornets,1989,12,29,8,33,,,9,4,5,36
MIA,Miami Heat,1989,12,29,3,38,,,8,4,3,39
LAL,Los Angeles Lakers,1990,37,4,26,15,,,6,7,30,7
DET,Detroit Pistons,1990,35,6,24,17,,,6,4,32,8
POR,Portland Trail Blazers,1990,35,6,24,17,,,7,6,33,8
SAS,San Antonio Spurs,1990,34,7,22,19,,,10,3,23,9
CHI,Chicago Bulls,1990,36,5,19,22,,,8,7,26,12
UTA,Utah Jazz,1990,36,5,19,22,,,8,3,35,15
PHO,Phoenix Suns,1990,32,9,22,19,,,6,5,38,7
PHI,Philadelphia 76ers,1990,34,7,19,22,,,6,6,30,12
BOS,Boston Celtics,1990,30,11,22,19,,,7,4,30,11
DAL,Dallas Mavericks,1990,30,11,17,24,,,7,3,20,19
NYK,New York Knicks,1990,29,12,16,25,,,6,9,20,18
MIL,Milwaukee Bucks,1990,27,14,17,24,,,8,9,18,18
DEN,Denver Nuggets,1990,28,13,15,26,,,9,4,24,20
CLE,Cleveland Cavaliers,1990,27,14,15,26,,,9,3,22,20
IND,Indiana Pacers,1990,28,13,14,27,,,8,5,17,16
HOU,Houston Rockets,1990,31,10,10,31,,,3,8,24,17
ATL,Atlanta Hawks,1990,25,16,16,25,,,5,3,19,17
SEA,Seattle SuperSonics,1990,30,11,11,30,,,5,6,24,24
GSW,Golden State Warriors,1990,27,14,10,31,,,7,5,17,30
WSB,Washington Bullets,1990,20,21,11,30,,,4,12,14,24
LAC,Los Angeles Clippers,1990,20,21,10,31,,,6,9,11,21
SAC,Sacramento Kings,1990,16,25,7,34,,,5,9,10,32
MIN,Minnesota Timberwolves,1990,17,24,5,36,,,5,11,10,32
CHH,Charlotte Hornets,1990,13,28,6,35,,,5,5,7,40
MIA,Miami Heat,1990,11,30,7,34,,,4,7,6,40
ORL,Orlando Magic,1990,12,29,6,35,,,4,7,4,38
NJN,New Jersey Nets,1990,13,28,4,37,,,3,7,5,34
POR,Portland Trail Blazers,1991,36,5,27,14,,,6,3,39,9
CHI,Chicago Bulls,1991,35,6,26,15,,,5,6,43,8
LAL,Los Angeles Lakers,1991,33,8,25,16,,,4,3,38,9
BOS,Boston Celtics,1991,35,6,21,20,,,7,3,39,14
PHO,Phoenix Suns,1991,32,9,23,18,,,4,4,36,9
SAS,San Antonio Spurs,1991,33,8,22,19,,,7,6,26,8
UTA,Utah Jazz,1991,36,5,18,23,,,8,3,28,17
HOU,Houston Rockets,1991,31,10,21,20,,,10,8,24,13
DET,Detroit Pistons,1991,32,9,18,23,,,6,7,20,12
MIL,Milwaukee Bucks,1991,33,8,15,26,,,6,6,24,12
GSW,Golden State Warriors,1991,30,11,14,27,,,9,7,25,14
PHI,Philadelphia 76ers,1991,29,12,15,26,,,11,9,14,14
ATL,Atlanta Hawks,1991,29,12,14,27,,,4,7,24,16
IND,Indiana Pacers,1991,29,12,12,29,,,7,8,20,20
SEA,Seattle SuperSonics,1991,28,13,13,28,,,7,9,21,19
NYK,New York Knicks,1991,21,20,18,23,,,5,9,18,22
CLE,Cleveland Cavaliers,1991,23,18,10,31,,,7,5,15,19
LAC,Los Angeles Clippers,1991,23,18,8,33,,,6,10,15,27
ORL,Orlando Magic,1991,24,17,7,34,,,7,5,13,27
WSB,Washington Bullets,1991,21,20,9,32,,,9,8,10,28
MIN,Minnesota Timberwolves,1991,21,20,8,33,,,6,8,11,30
DAL,Dallas Mavericks,1991,20,21,8,33,,,9,6,11,30
CHH,Charlotte Hornets,1991,17,24,9,32,,,3,8,8,32
NJN,New Jersey Nets,1991,20,21,6,35,,,4,7,11,33
SAC,Sacramento Kings,1991,24,17,1,40,,,2,6,10,40
MIA,Miami Heat,1991,18,23,6,35,,,5,6,15,39
DEN,Denver Nuggets,1991,17,24,3,38,,,4,1,6,43
CHI,Chicago Bulls,1992,36,5,31,10,,,7,8,44,4
CLE,Cleveland Cavaliers,1992,35,6,22,19,,,11,9,25,7
POR,Portland Trail Blazers,1992,33,8,24,17,,,3,5,31,9
GSW,Golden State Warriors,1992,31,10,24,17,,,7,6,25,11
UTA,Utah Jazz,1992,37,4,18,23,,,9,6,31,9
PHO,Phoenix Suns,1992,36,5,17,24,,,4,7,29,10
BOS,Boston Celtics,1992,34,7,17,24,,,7,2,30,15
NYK,New York Knicks,1992,30,11,21,20,,,6,8,25,13
DET,Detroit Pistons,1992,25,16,23,18,,,5,5,25,13
SAS,San Antonio Spurs,1992,31,10,16,25,,,5,8,28,13
SEA,Seattle SuperSonics,1992,28,13,19,22,,,8,6,19,11
LAC,Los Angeles Clippers,1992,29,12,16,25,,,11,4,21,20
LAL,Los Angeles Lakers,1992,24,17,19,22,,,12,5,20,18
HOU,Houston Rockets,1992,28,13,14,27,,,10,5,12,23
IND,Indiana Pacers,1992,26,15,14,27,,,4,10,22,14
NJN,New Jersey Nets,1992,25,16,15,26,,,7,4,13,19
MIA,Miami Heat,1992,28,13,10,31,,,6,6,16,26
ATL,Atlanta Hawks,1992,23,18,15,26,,,7,10,19,22
PHI,Philadelphia 76ers,1992,23,18,12,29,,,8,8,17,17
CHH,Charlotte Hornets,1992,22,19,9,32,,,6,9,13,27
MIL,Milwaukee Bucks,1992,25,16,6,35,,,6,6,18,21
SAC,Sacramento Kings,1992,21,20,8,33,,,8,9,8,30
WSB,Washington Bullets,1992,14,27,11,30,,,3,8,12,29
DEN,Denver Nuggets,1992,18,23,6,35,,,4,8,11,37
DAL,Dallas Mavericks,1992,15,26,7,34,,,8,8,6,38
ORL,Orlando Magic,1992,13,28,8,33,,,8,3,7,38
MIN,Minnesota Timberwolves,1992,9,32,6,35,,,4,11,4,37
PHO,Phoenix Suns,1993,35,6,27,14,,,11,6,34,5
NYK,New York Knicks,1993,37,4,23,18,,,6,7,33,11
CHI,Chicago Bulls,1993,31,10,26,15,,,6,7,31,5
HOU,Houston Rockets,1993,31,10,24,17,,,6,4,30,13
SEA,Seattle SuperSonics,1993,33,8,22,19,,,5,6,37,8
CLE,Cleveland Cavaliers,1993,35,6,19,22,,,4,7,34,5
POR,Portland Trail Blazers,1993,30,11,21,20,,,6,4,27,19
SAS,San Antonio Spurs,1993,31,10,18,23,,,7,5,26,11
BOS,Boston Celtics,1993,28,13,20,21,,,6,2,21,18
UTA,Utah Jazz,1993,28,13,19,22,,,5,4,25,20
CHH,Charlotte Hornets,1993,22,19,22,19,,,10,5,14,19
ATL,Atlanta Hawks,1993,25,16,18,23,,,2,6,21,26
NJN,New Jersey Nets,1993,26,15,17,24,,,10,8,20,20
IND,Indiana Pacers,1993,27,14,14,27,,,6,8,24,21
LAC,Los Angeles Clippers,1993,27,14,14,27,,,5,8,19,17
ORL,Orlando Magic,1993,27,14,14,27,,,7,9,27,21
DET,Detroit Pistons,1993,28,13,12,29,,,9,8,13,18
LAL,Los Angeles Lakers,1993,20,21,19,22,,,13,6,13,27
DEN,Denver Nuggets,1993,28,13,8,33,,,5,6,23,23
MIA,Miami Heat,1993,26,15,10,31,,,6,8,18,22
GSW,Golden State Warriors,1993,19,22,15,26,,,6,10,19,25
MIL,Milwaukee Bucks,1993,18,23,10,31,,,6,7,13,30
PHI,Philadelphia 76ers,1993,15,26,11,30,,,5,4,11,29
SAC,Sacramento Kings,1993,16,25,9,32,,,4,8,12,26
WSB,Washington Bullets,1993,15,26,7,34,,,3,10,7,33
MIN,Minnesota Timberwolves,1993,11,30,8,33,,,7,7,8,32
DAL,Dallas Mavericks,1993,7,34,4,37,,,5,1,2,58
SEA,Seattle SuperSonics,1994,37,4,26,15,,,9,5,43,5
HOU,Houston Rockets,1994,35,6,23,18,,,8,2,28,16
ATL,Atlanta Hawks,1994,36,5,21,20,,,8,5,28,10
NYK,New York Knicks,1994,32,9,25,16,,,5,6,35,11
PHO,Phoenix Suns,1994,36,5,20,21,,,8,7,30,12
CHI,Chicago Bulls,1994,31,10,24,17,,,13,4,25,16
SAS,San Antonio Spurs,1994,32,9,23,18,,,3,6,33,12
UTA,Utah Jazz,1994,33,8,20,21,,,9,6,30,9
GSW,Golden State Warriors,1994,29,12,21,20,,,11,3,22,20
ORL,Orlando Magic,1994,31,10,19,22,,,6,6,29,10
CLE,Cleveland Cavaliers,1994,31,10,16,25,,,1,10,27,16
IND,Indiana Pacers,1994,29,12,18,23,,,5,9,28,10
POR,Portland Trail Blazers,1994,30,11,17,24,,,7,8,25,16
NJN,New Jersey Nets,1994,29,12,16,25,,,9,9,23,18
DEN,Denver Nuggets,1994,28,13,14,27,,,4,8,21,16
MIA,Miami Heat,1994,22,19,20,21,,,2,6,26,14
CHH,Charlotte Hornets,1994,28,13,13,28,,,8,3,20,21
LAL,Los Angeles Lakers,1994,21,20,12,29,,,10,7,7,28
BOS,Boston Celtics,1994,18,23,14,27,,,4,7,10,25
SAC,Sacramento Kings,1994,20,21,8,33,,,6,6,10,35
LAC,Los Angeles Clippers,1994,17,24,10,31,,,9,11,10,28
PHI,Philadelphia 76ers,1994,15,26,10,31,,,5,7,12,32
WSB,Washington Bullets,1994,17,24,7,34,,,4,5,9,39
DET,Detroit Pistons,1994,10,31,10,31,,,4,6,5,33
MIL,Milwaukee Bucks,1994,11,30,9,32,,,8,7,5,28
MIN,Minnesota Timberwolves,1994,13,28,7,34,,,6,8,8,36
DAL,Dallas Mavericks,1994,6,35,7,34,,,3,8,5,38
SAS,San Antonio Spurs,1995,33,8,29,12,,,15,6,32,5
UTA,Utah Jazz,1995,33,8,27,14,,,6,4,39,6
PHO,Phoenix Suns,1995,32,9,27,14,,,8,2,28,13
ORL,Orlando Magic,1995,39,2,18,23,,,9,9,37,10
SEA,Seattle SuperSonics,1995,32,9,25,16,,,4,5,38,7
NYK,New York Knicks,1995,29,12,26,15,,,5,5,26,14
IND,Indiana Pacers,1995,33,8,19,22,,,6,7,27,14
CHH,Charlotte Hornets,1995,29,12,21,20,,,5,8,25,16
LAL,Los Angeles Lakers,1995,29,12,19,22,,,12,3,21,18
CHI,Chicago Bulls,1995,28,13,19,22,,,5,10,30,11
HOU,Houston Rockets,1995,25,16,22,19,,,5,8,27,18
POR,Portland Trail Blazers,1995,26,15,18,23,,,4,6,27,17
CLE,Cleveland Cavaliers,1995,26,15,17,24,,,10,8,17,15
ATL,Atlanta Hawks,1995,24,17,18,23,,,7,7,23,18
DEN,Denver Nuggets,1995,23,18,18,23,,,7,10,21,19
SAC,Sacramento Kings,1995,27,14,12,29,,,8,7,16,22
DAL,Dallas Mavericks,1995,19,22,17,24,,,10,9,13,26
BOS,Boston Celtics,1995,20,21,15,26,,,9,7,16,21
MIL,Milwaukee Bucks,1995,22,19,12,29,,,10,6,6,23
MIA,Miami Heat,1995,22,19,10,31,,,3,8,20,24
NJN,New Jersey Nets,1995,20,21,10,31,,,8,9,10,20
DET,Detroit Pistons,1995,22,19,6,35,,,5,4,8,39
GSW,Golden State Warriors,1995,15,26,11,30,,,5,7,11,32
PHI,Philadelphia 76ers,1995,14,27,10,31,,,3,11,9,26
MIN,Minnesota Timberwolves,1995,13,28,8,33,,,7,6,5,40
WSB,Washington Bullets,1995,13,28,8,33,,,7,9,4,27
LAC,Los Angeles Clippers,1995,13,28,4,37,,,4,6,8,43
CHI,Chicago Bulls,1996,39,2,33,8,,,5,3,46,2
SEA,Seattle SuperSonics,1996,38,3,26,15,,,8,8,30,8
ORL,Orlando Magic,1996,37,4,23,18,,,12,5,35,14
SAS,San Antonio Spurs,1996,33,8,26,15,,,9,4,31,9
UTA,Utah Jazz,1996,34,7,21,20,,,5,6,37,8
LAL,Los Angeles Lakers,1996,30,11,23,18,,,9,9,31,13
IND,Indiana Pacers,1996,32,9,20,21,,,10,8,22,7
HOU,Houston Rockets,1996,27,14,21,20,,,6,9,16,13
CLE,Cleveland Cavaliers,1996,26,15,21,20,,,10,6,27,18
NYK,New York Knicks,1996,26,15,21,20,,,4,0,20,15
ATL,Atlanta Hawks,1996,26,15,20,21,,,9,8,19,12
DET,Detroit Pistons,1996,30,11,16,25,,,8,10,25,12
