id,ime,leto,odigrane minute,meti 3 točke,poskusi 3 točke,meti 2 točki,poskusi 2 točki,prosti meti,poskusi prostih metov,skoki v napadu,skoki v obrambi,asistence,ukradene žoge,blokade,izgubljene žoge,osebni prekrški
MIA,Miami Heat,1999,12025,289,804,1327,2761,928,1262,503,1512,1019,327,304,744,1035
VAN,Vancouver Grizzlies,1999,12175,148,453,1495,3385,1009,1408,650,1359,964,420,199,848,1123
GSW,Golden State Warriors,1999,12125,162,565,1568,3608,794,1175,816,1559,1037,414,221,768,1270
CLE,Cleveland Cavaliers,1999,12050,182,534,1380,3027,1016,1356,472,1316,1093,452,203,785,1208
NYK,New York Knicks,1999,12100,208,589,1402,3115,892,1218,551,1510,963,395,262,804,1140
ATL,Atlanta Hawks,1999,12075,197,644,1342,3116,1040,1422,676,1499,782,346,260,745,987
CHI,Chicago Bulls,1999,12075,177,612,1362,3225,840,1185,573,1394,1017,436,169,774,1112
SAC,Sacramento Kings,2000,19805,534,1656,2742,5632,1521,2016,1056,2635,1953,787,381,1325,1729
DET,Detroit Pistons,2000,19830,439,1223,2605,5412,1956,2506,917,2458,1707,665,273,1288,2011
DAL,Dallas Mavericks,2000,19730,519,1326,2676,5721,1407,1751,931,2444,1810,592,416,1124,1770
IND,Indiana Pacers,2000,19730,583,1487,2464,5153,1629,2008,842,2612,1857,559,422,1159,1786
MIL,Milwaukee Bucks,2000,19855,394,1069,2780,5758,1558,1982,1016,2373,1852,671,381,1230,2020
LAL,Los Angeles Lakers,2000,19805,344,1047,2793,5789,1649,2368,1117,2738,1921,613,534,1143,1841
ORL,Orlando Magic,2000,19755,294,870,2875,6144,1574,2142,1145,2540,1709,743,467,1443,1967
HOU,Houston Rockets,2000,19830,581,1625,2420,5039,1573,2145,1008,2586,1774,613,438,1425,1663
BOS,Boston Celtics,2000,19730,417,1260,2637,5620,1621,2175,1108,2420,1741,795,286,1259,2223
SEA,Seattle SuperSonics,2000,19780,546,1611,2562,5335,1363,1960,1042,2483,1878,657,345,1152,1776
DEN,Denver Nuggets,2000,19855,470,1397,2587,5514,1531,2116,1073,2590,1911,554,618,1281,1962
PHO,Phoenix Suns,2000,19805,458,1246,2635,5525,1467,1934,1022,2558,2098,744,433,1368,1973
MIN,Minnesota Timberwolves,2000,19905,248,716,2978,6194,1379,1769,1016,2471,2205,622,444,1139,1913
CHH,Charlotte Hornets,2000,19780,339,1001,2596,5532,1863,2458,884,2635,2023,732,480,1206,1670
NJN,New Jersey Nets,2000,19830,477,1374,2502,5507,1601,2041,1040,2315,1688,720,393,1119,1913
POR,Portland Trail Blazers,2000,19780,407,1128,2614,5302,1542,2029,966,2560,1925,633,396,1243,1865
TOR,Toronto Raptors,2000,19755,425,1171,2555,5711,1583,2068,1098,2449,1947,666,544,1137,1989
CLE,Cleveland Cavaliers,2000,19855,343,919,2634,5815,1653,2205,1010,2499,1941,715,363,1427,2219
WAS,Washington Wizards,2000,19805,335,890,2675,5791,1566,2107,1064,2438,1771,593,383,1320,2149
UTA,Utah Jazz,2000,19755,329,854,2633,5526,1661,2150,936,2426,2041,629,446,1220,2013
SAS,San Antonio Spurs,2000,19855,330,882,2622,5511,1652,2214,927,2666,1819,614,551,1233,1716
GSW,Golden State Warriors,2000,19755,345,1069,2651,6071,1497,2147,1300,2438,1851,731,356,1302,2043
PHI,Philadelphia 76ers,2000,19830,208,643,2785,6133,1577,2226,1147,2468,1817,791,386,1284,1939
MIA,Miami Heat,2000,19830,446,1202,2528,5260,1345,1827,921,2619,1931,582,524,1231,1947
ATL,Atlanta Hawks,2000,19830,258,814,2742,5993,1477,1987,1146,2570,1548,500,461,1266,1718
VAN,Vancouver Grizzlies,2000,19855,324,898,2568,5543,1594,2060,1005,2324,1700,608,346,1381,1881
NYK,New York Knicks,2000,19830,351,937,2546,5437,1410,1805,802,2521,1588,515,349,1201,1983
LAC,Los Angeles Clippers,2000,19705,429,1267,2448,5490,1363,1826,955,2377,1479,578,494,1325,1821
CHI,Chicago Bulls,2000,19805,340,1032,2225,5148,1482,2089,1032,2323,1645,646,383,1557,1908
SAC,Sacramento Kings,2001,20080,479,1353,2653,5616,1600,2075,987,2705,1852,793,432,1221,1596
MIL,Milwaukee Bucks,2001,19780,562,1481,2550,5317,1474,1874,975,2500,1844,672,386,1123,1928
LAL,Los Angeles Lakers,2001,19905,439,1275,2670,5410,1594,2333,1085,2583,1888,564,490,1184,1872
DAL,Dallas Mavericks,2001,19805,517,1357,2568,5359,1552,1954,831,2571,1740,618,492,1141,1907
TOR,Toronto Raptors,2001,19955,429,1164,2619,5808,1482,1984,1118,2529,2004,599,519,1080,1745
ORL,Orlando Magic,2001,19955,490,1346,2523,5527,1476,2068,1069,2450,1803,674,481,1245,2071
MIN,Minnesota Timberwolves,2001,19830,322,901,2826,5970,1364,1737,1002,2470,2083,682,456,1136,1900
SEA,Seattle SuperSonics,2001,19805,466,1169,2563,5480,1454,1986,999,2422,1792,657,409,1252,1733
HOU,Houston Rockets,2001,19830,504,1412,2439,5082,1582,2086,919,2524,1613,587,358,1204,1657
UTA,Utah Jazz,2001,19780,325,852,2635,5437,1714,2280,943,2383,2110,661,463,1296,2107
DEN,Denver Nuggets,2001,19780,512,1444,2467,5433,1448,1964,1044,2583,1970,552,538,1136,1820
SAS,San Antonio Spurs,2001,19830,445,1094,2439,5168,1673,2340,902,2712,1778,568,576,1145,1551
DET,Detroit Pistons,2001,19855,389,1112,2530,5768,1610,2233,1108,2626,1629,613,447,1304,1955
POR,Portland Trail Blazers,2001,19780,369,1057,2635,5360,1447,1899,960,2481,1963,672,419,1257,1745
PHI,Philadelphia 76ers,2001,19855,262,803,2640,5684,1697,2277,1075,2600,1692,690,408,1292,1673
BOS,Boston Celtics,2001,19830,592,1633,2181,4852,1621,2190,897,2367,1708,769,336,1285,1952
PHO,Phoenix Suns,2001,19805,332,1054,2612,5703,1490,1973,970,2529,1905,775,429,1250,1864
WAS,Washington Wizards,2001,19680,275,848,2558,5605,1704,2245,1016,2370,1647,630,383,1391,1913
IND,Indiana Pacers,2001,19980,396,1159,2432,5272,1539,2009,921,2595,1763,563,487,1244,1926
GSW,Golden State Warriors,2001,19780,282,964,2655,6211,1428,2024,1345,2385,1788,742,410,1301,1727
LAC,Los Angeles Clippers,2001,20030,360,1063,2536,5404,1429,2061,962,2559,1585,490,513,1293,1775
CLE,Cleveland Cavaliers,2001,19830,220,659,2670,5873,1561,2040,1015,2440,1708,642,436,1350,1904
NJN,New Jersey Nets,2001,19730,361,1084,2420,5466,1629,2146,909,2337,1603,649,407,1208,1982
CHH,Charlotte Hornets,2001,19880,340,984,2460,5517,1599,2146,1033,2608,1900,665,455,1183,1753
VAN,Vancouver Grizzlies,2001,19780,325,947,2545,5592,1457,1892,894,2431,1899,586,359,1291,1733
ATL,Atlanta Hawks,2001,19730,333,933,2543,5735,1374,1811,1028,2490,1559,634,387,1368,1863
MIA,Miami Heat,2001,19880,478,1384,2216,4874,1423,1874,813,2435,1630,633,304,1122,1726
NYK,New York Knicks,2001,19905,391,1115,2364,5083,1374,1727,773,2524,1520,545,346,1189,1863
CHI,Chicago Bulls,2001,19855,329,950,2392,5461,1410,1909,926,2260,1810,675,379,1292,1902
DAL,Dallas Mavericks,2002,19880,621,1645,2579,5285,1608,1994,918,2568,1811,581,392,992,1842
SAC,Sacramento Kings,2002,19755,426,1160,2841,5843,1618,2154,1013,2702,1958,741,375,1128,1560
LAL,Los Angeles Lakers,2002,19780,510,1439,2640,5401,1494,2138,1022,2607,1882,625,478,1040,1823
ORL,Orlando Magic,2002,19830,620,1660,2467,5233,1446,1917,942,2440,1804,665,384,1119,1700
MIN,Minnesota Timberwolves,2002,19805,396,1047,2779,5840,1399,1754,1059,2562,1993,524,427,1097,1739
SEA,Seattle SuperSonics,2002,19830,489,1292,2642,5389,1263,1672,968,2333,1926,698,364,1124,1732
GSW,Golden State Warriors,2002,19780,320,994,2678,5995,1693,2344,1334,2493,1706,650,523,1378,1884
MIL,Milwaukee Bucks,2002,19905,593,1583,2448,4994,1321,1767,841,2557,1847,596,388,1157,1788
IND,Indiana Pacers,2002,19905,405,1195,2530,5385,1663,2155,930,2568,1884,658,436,1249,1876
SAS,San Antonio Spurs,2002,19855,438,1211,2475,5152,1668,2249,907,2566,1643,625,537,1180,1575
POR,Portland Trail Blazers,2002,19830,466,1318,2538,5353,1451,1901,1085,2444,1926,702,368,1172,1613
BOS,Boston Celtics,2002,19830,699,1946,2153,4785,1498,1960,891,2570,1722,793,292,1114,1776
NJN,New Jersey Nets,2002,19830,403,1194,2639,5622,1402,1907,1039,2515,1990,716,490,1189,1734
UTA,Utah Jazz,2002,19830,280,842,2589,5532,1853,2430,1109,2349,1999,749,523,1353,1971
LAC,Los Angeles Clippers,2002,19805,408,1147,2562,5521,1498,2026,1083,2474,1714,510,540,1214,1624
CLE,Cleveland Cavaliers,2002,19855,387,1026,2561,5556,1529,1980,968,2483,1891,572,470,1196,1752
PHO,Phoenix Suns,2002,19830,358,1096,2739,5838,1250,1630,1072,2430,1838,668,401,1205,1785
DET,Detroit Pistons,2002,19680,567,1509,2278,4791,1478,1954,810,2366,1765,648,565,1193,1695
ATL,Atlanta Hawks,2002,19780,423,1194,2478,5416,1486,1942,955,2445,1656,667,350,1275,1702
CHH,Charlotte Hornets,2002,19755,346,994,2547,5586,1568,2105,1059,2505,1759,653,456,1150,1747
WAS,Washington Wizards,2002,19730,305,786,2633,5878,1428,1866,1055,2393,1715,570,354,1068,1763
HOU,Houston Rockets,2002,19980,496,1480,2341,5149,1402,1893,1025,2411,1482,537,445,1156,1476
DEN,Denver Nuggets,2002,19805,423,1285,2492,5585,1306,1756,1117,2310,1817,613,462,1205,1873
NYK,New York Knicks,2002,19805,474,1344,2343,5176,1406,1786,876,2458,1720,558,288,1192,1800
TOR,Toronto Raptors,2002,19755,387,1109,2532,5618,1269,1717,1114,2336,1779,688,454,1174,1771
PHI,Philadelphia 76ers,2002,19730,214,715,2590,5721,1639,2104,1092,2534,1638,705,363,1256,1645
MEM,Memphis Grizzlies,2002,19780,336,1096,2515,5439,1334,1883,984,2413,1785,646,488,1344,1571
CHI,Chicago Bulls,2002,19805,300,868,2511,5623,1413,1958,924,2359,1817,633,361,1252,1834
MIA,Miami Heat,2002,19930,312,899,2489,5483,1236,1708,902,2544,1664,547,448,1217,1846
DAL,Dallas Mavericks,2003,19780,636,1668,2525,5314,1486,1793,912,2544,1837,665,449,949,1730
GSW,Golden State Warriors,2003,19755,425,1235,2636,5706,1853,2382,1284,2546,1712,594,506,1295,1786
SAC,Sacramento Kings,2003,19830,491,1288,2751,5702,1367,1832,900,2751,2034,736,457,1192,1666
LAL,Los Angeles Lakers,2003,19930,486,1367,2605,5489,1562,2129,1078,2554,1909,639,470,1192,1874
MIL,Milwaukee Bucks,2003,19905,585,1526,2460,5144,1483,1911,876,2367,1823,622,344,1044,1820
ORL,Orlando Magic,2003,19805,568,1590,2379,5173,1616,2079,958,2392,1676,696,300,1177,1888
MIN,Minnesota Timberwolves,2003,19805,296,804,2876,6005,1406,1826,959,2614,2070,553,433,1124,1704
MEM,Memphis Grizzlies,2003,19930,467,1279,2582,5464,1430,1936,943,2466,1892,651,500,1262,1678
PHI,Philadelphia 76ers,2003,19855,245,787,2730,5853,1746,2253,1042,2415,1771,844,284,1212,1804
IND,Indiana Pacers,2003,19905,379,1119,2532,5489,1739,2271,1004,2622,1910,696,443,1210,1811
NYK,New York Knicks,2003,19855,606,1582,2361,5143,1320,1620,842,2376,1800,579,255,1149,1888
SAS,San Antonio Spurs,2003,19830,449,1270,2459,5027,1591,2194,939,2556,1636,629,529,1295,1672
PHO,Phoenix Suns,2003,19805,394,1149,2611,5627,1430,1928,1049,2440,1719,665,404,1208,1801
NJN,New Jersey Nets,2003,19755,346,1041,2560,5544,1662,2195,991,2528,1887,717,374,1212,1772
POR,Portland Trail Blazers,2003,19855,379,1150,2608,5341,1450,1947,992,2378,1860,725,316,1248,1634
CHI,Chicago Bulls,2003,19930,349,997,2642,5717,1455,2014,985,2541,1782,605,461,1388,2028
UTA,Utah Jazz,2003,19780,224,641,2670,5548,1750,2349,1021,2381,2103,708,467,1374,1837
ATL,Atlanta Hawks,2003,19905,402,1141,2457,5293,1594,2011,937,2558,1679,611,473,1367,1783
NOH,New Orleans Hornets,2003,19905,404,1075,2510,5620,1467,1910,1097,2475,1807,656,394,1212,1769
LAC,Los Angeles Clippers,2003,19755,390,1178,2445,5312,1633,2177,1008,2462,1605,574,461,1291,1784
HOU,Houston Rockets,2003,19930,439,1267,2401,5194,1569,2044,1024,2564,1506,594,493,1276,1602
BOS,Boston Celtics,2003,19830,719,2155,1981,4354,1480,1994,849,2471,1575,720,303,1147,1758
SEA,Seattle SuperSonics,2003,19855,456,1291,2431,5308,1325,1780,963,2385,1775,679,295,1085,1712
WAS,Washington Wizards,2003,19830,253,811,2563,5583,1617,2077,917,2395,1612,621,390,1095,1644
CLE,Cleveland Cavaliers,2003,19830,293,896,2557,5850,1502,2012,1118,2542,1712,636,521,1501,1864
DET,Detroit Pistons,2003,19905,533,1488,2167,4789,1559,2021,883,2445,1620,556,468,1104,1748
TOR,Toronto Raptors,2003,19805,409,1193,2438,5471,1350,1879,1023,2355,1583,609,392,1181,1761
MIA,Miami Heat,2003,19830,348,1100,2340,5417,1292,1689,948,2464,1501,592,324,1167,1856
DEN,Denver Nuggets,2003,19730,229,824,2460,5720,1294,1850,1112,2363,1737,712,422,1514,2056
DAL,Dallas Mavericks,2004,19805,507,1456,2815,5774,1475,1854,1174,2538,1963,656,437,1000,1609
SAC,Sacramento Kings,2004,19780,601,1498,2502,5213,1626,2044,888,2492,2152,710,325,1137,1586
LAL,Los Angeles Lakers,2004,19855,365,1115,2663,5561,1631,2352,1001,2535,1948,682,379,1132,1732
MIL,Milwaukee Bucks,2004,19780,401,1145,2569,5505,1698,2192,960,2502,1872,554,383,1110,1668
DEN,Denver Nuggets,2004,19730,331,985,2662,5778,1655,2159,1083,2387,1794,745,520,1278,1804
SEA,Seattle SuperSonics,2004,19805,723,1936,2216,4654,1363,1782,907,2318,1782,661,387,1188,1784
MEM,Memphis Grizzlies,2004,19880,447,1314,2516,5343,1557,2143,1047,2381,1915,795,565,1226,1903
BOS,Boston Celtics,2004,19705,553,1599,2290,4816,1572,2095,851,2440,1683,770,331,1332,1837
LAC,Los Angeles Clippers,2004,19805,329,1024,2488,5555,1808,2302,1149,2416,1653,594,376,1344,1816
MIN,Minnesota Timberwolves,2004,19755,326,897,2707,5674,1361,1743,875,2645,1890,561,462,1043,1731
PHO,Phoenix Suns,2004,19730,415,1202,2543,5469,1392,1865,924,2406,1586,734,383,1249,1862
ORL,Orlando Magic,2004,19830,429,1248,2475,5520,1474,2000,1003,2350,1584,547,308,1123,1744
GSW,Golden State Warriors,2004,19855,429,1283,2446,5228,1470,2028,1002,2533,1681,576,389,1211,1691
CLE,Cleveland Cavaliers,2004,19855,247,786,2675,5967,1528,2030,1118,2619,1808,585,537,1216,1743
ATL,Atlanta Hawks,2004,19905,419,1249,2410,5280,1534,1976,996,2507,1648,627,408,1350,1826
NYK,New York Knicks,2004,19880,406,1115,2475,5398,1374,1732,950,2543,1695,608,391,1289,1897
NOH,New Orleans Hornets,2004,19830,531,1666,2241,4939,1454,1937,1091,2418,1716,708,346,1228,1715
WAS,Washington Wizards,2004,19830,433,1269,2325,5287,1579,2211,1115,2392,1537,733,406,1439,1712
SAS,San Antonio Spurs,2004,19755,408,1140,2434,5294,1409,2069,1029,2669,1676,661,537,1203,1667
IND,Indiana Pacers,2004,19805,449,1281,2304,5041,1538,2014,965,2452,1774,726,411,1182,1709
POR,Portland Trail Blazers,2004,19980,381,1102,2517,5365,1263,1728,1040,2376,1768,613,443,1213,1554
MIA,Miami Heat,2004,19755,485,1357,2244,5060,1459,1915,940,2459,1565,590,313,1137,1812
NJN,New Jersey Nets,2004,19705,377,1123,2436,5249,1398,1856,862,2473,2009,709,322,1209,1722
DET,Detroit Pistons,2004,19780,333,968,2414,5346,1561,2074,1014,2492,1702,659,570,1241,1664
HOU,Houston Rockets,2004,19930,515,1406,2223,4789,1371,1774,847,2647,1579,560,443,1373,1762
CHI,Chicago Bulls,2004,19830,429,1256,2369,5497,1330,1834,1048,2519,1793,659,396,1321,1911
UTA,Utah Jazz,2004,19780,252,786,2438,5386,1639,2196,1103,2272,1671,583,494,1365,2096
PHI,Philadelphia 76ers,2004,19855,339,992,2343,5268,1512,2009,941,2408,1640,654,358,1307,1701
TOR,Toronto Raptors,2004,19980,461,1294,2193,5054,1237,1650,830,2419,1574,604,402,1164,1748
PHO,Phoenix Suns,2005,19780,796,2026,2555,4992,1556,2080,967,2652,1927,572,453,1125,1563
SAC,Sacramento Kings,2005,19855,522,1396,2681,5582,1577,2004,1023,2455,2005,674,316,1073,1685
DAL,Dallas Mavericks,2005,19730,463,1273,2595,5418,1826,2314,990,2530,1610,708,461,1102,1827
MIA,Miami Heat,2005,19980,475,1260,2622,5108,1658,2466,887,2639,1790,528,474,1127,1814
BOS,Boston Celtics,2005,19880,437,1252,2609,5259,1775,2323,909,2438,1810,667,423,1297,2000
WAS,Washington Wizards,2005,19780,514,1498,2452,5296,1795,2476,1133,2374,1563,716,347,1172,1807
TOR,Toronto Raptors,2005,19805,648,1681,2304,4975,1626,2101,844,2444,1670,621,317,1087,1876
DEN,Denver Nuggets,2005,19755,320,940,2718,5675,1765,2313,967,2473,1958,750,489,1224,1878
ORL,Orlando Magic,2005,19705,320,916,2714,5763,1772,2335,1038,2544,1583,633,441,1322,1937
PHI,Philadelphia 76ers,2005,19855,505,1453,2441,5283,1731,2194,909,2536,1710,756,321,1274,1878
SEA,Seattle SuperSonics,2005,19755,666,1824,2216,4674,1683,2131,1041,2311,1487,553,338,1113,1944
LAL,Los Angeles Lakers,2005,19780,644,1813,2251,4816,1661,2137,1028,2511,1672,508,344,1176,1794
GSW,Golden State Warriors,2005,19905,624,1774,2405,5265,1412,1955,1069,2436,1811,642,420,1112,1833
NYK,New York Knicks,2005,19880,441,1240,2537,5359,1580,2060,965,2393,1665,629,260,1204,1942
MIL,Milwaukee Bucks,2005,19780,325,925,2639,5655,1720,2229,985,2405,1720,529,289,1132,1797
MIN,Minnesota Timberwolves,2005,19755,395,1145,2650,5484,1449,1820,947,2580,1918,460,447,1079,1774
CLE,Cleveland Cavaliers,2005,19855,300,904,2690,5783,1634,2174,1117,2352,1851,654,461,1141,1850
SAS,San Antonio Spurs,2005,19805,507,1395,2416,5055,1535,2120,987,2489,1771,613,543,1126,1717
LAC,Los Angeles Clippers,2005,20030,231,669,2693,5699,1770,2274,980,2455,1901,599,422,1290,1819
HOU,Houston Rockets,2005,19855,553,1521,2293,4898,1551,1986,874,2601,1733,563,378,1135,1807
CHI,Chicago Bulls,2005,19830,511,1433,2338,5159,1536,2048,1001,2591,1743,576,369,1371,2028
CHA,Charlotte Bobcats,2005,19880,320,881,2641,5978,1487,2096,1083,2335,1794,695,440,1192,1894
MEM,Memphis Grizzlies,2005,19705,531,1486,2271,4785,1526,2024,887,2307,1716,699,476,1197,1910
DET,Detroit Pistons,2005,19955,363,1053,2488,5368,1588,2150,1054,2507,1787,576,497,1133,1638
IND,Indiana Pacers,2005,19905,542,1575,2126,4594,1748,2206,868,2418,1489,615,357,1173,1890
UTA,Utah Jazz,2005,19780,250,762,2578,5539,1719,2272,1047,2243,1826,541,374,1292,2189
POR,Portland Trail Blazers,2005,19730,420,1161,2476,5261,1409,1944,970,2404,1722,583,544,1308,1703
ATL,Atlanta Hawks,2005,19855,304,973,2638,5699,1417,1994,1100,2335,1614,629,344,1319,2009
NJN,New Jersey Nets,2005,19905,435,1203,2318,5216,1555,2039,855,2387,1772,650,308,1164,1985
NOH,New Orleans Hornets,2005,19930,415,1316,2303,5240,1401,1830,1019,2281,1724,550,310,1217,1883
PHO,Phoenix Suns,2006,19955,837,2097,2593,5070,1189,1475,778,2650,2179,549,412,1088,1683
SEA,Seattle SuperSonics,2006,19830,605,1631,2472,5080,1652,2104,1013,2233,1696,622,306,1208,1933
WAS,Washington Wizards,2006,19830,497,1394,2478,5262,1889,2496,1035,2344,1523,658,339,1143,1855
TOR,Toronto Raptors,2006,19955,608,1620,2405,5019,1653,2089,864,2291,1593,529,272,1071,1965
DEN,Denver Nuggets,2006,19930,350,1076,2728,5596,1721,2312,903,2486,1921,698,463,1216,1863
MIA,Miami Heat,2006,19755,497,1441,2542,4914,1616,2310,858,2675,1692,522,442,1186,1871
LAL,Los Angeles Lakers,2006,19855,552,1583,2440,5024,1618,2172,970,2488,1734,628,350,1143,1894
PHI,Philadelphia 76ers,2006,19905,375,1031,2626,5515,1770,2330,873,2425,1653,651,404,1159,1712
DAL,Dallas Mavericks,2006,19880,416,1113,2532,5262,1818,2322,1030,2431,1473,593,488,1112,1834
SAC,Sacramento Kings,2006,19830,494,1408,2460,5092,1704,2173,852,2473,1825,608,299,1199,1672
GSW,Golden State Warriors,2006,19830,625,1832,2314,4953,1573,2190,980,2485,1694,604,357,1156,1941
BOS,Boston Celtics,2006,19880,467,1290,2484,5032,1664,2204,813,2432,1716,578,422,1359,2033
MIL,Milwaukee Bucks,2006,19855,507,1335,2469,5231,1561,2115,929,2448,1769,597,270,1197,1902
CHI,Chicago Bulls,2006,19905,560,1477,2444,5260,1452,1967,906,2602,1804,508,345,1224,2038
CLE,Cleveland Cavaliers,2006,19830,497,1465,2411,4947,1689,2318,959,2511,1560,567,392,1137,1733
ATL,Atlanta Hawks,2006,19880,424,1154,2522,5342,1656,2207,1069,2232,1625,587,394,1284,2054
LAC,Los Angeles Clippers,2006,19805,290,843,2703,5600,1694,2142,828,2704,1708,534,503,1185,1872
CHA,Charlotte Bobcats,2006,19905,428,1261,2533,5582,1593,2186,990,2270,1717,822,354,1167,1960
DET,Detroit Pistons,2006,19830,557,1451,2426,5107,1418,1950,975,2347,1971,580,490,931,1513
NYK,New York Knicks,2006,19930,320,884,2502,5322,1878,2587,1034,2360,1468,555,271,1449,2157
SAS,San Antonio Spurs,2006,19805,524,1362,2469,4980,1327,1891,851,2548,1717,543,467,1126,1714
ORL,Orlando Magic,2006,19905,299,796,2612,5371,1663,2277,892,2402,1495,532,362,1240,1908
IND,Indiana Pacers,2006,19730,536,1536,2250,4738,1591,2158,898,2559,1631,598,409,1254,1821
NJN,New Jersey Nets,2006,19780,477,1447,2301,4870,1658,2187,822,2539,1884,558,278,1119,1903
NOK,New Orleans/Oklahoma City Hornets,2006,19805,300,885,2531,5543,1649,2176,918,2379,1519,611,311,1095,1786
UTA,Utah Jazz,2006,19880,311,925,2433,5282,1774,2466,1071,2380,1772,524,492,1290,2032
MEM,Memphis Grizzlies,2006,19855,590,1578,2156,4547,1476,2077,834,2379,1586,600,442,1134,1757
MIN,Minnesota Timberwolves,2006,19855,310,942,2578,5398,1436,1895,811,2422,1716,559,471,1189,1889
HOU,Houston Rockets,2006,19830,469,1414,2239,4838,1502,1980,849,2565,1580,588,320,1193,1863
POR,Portland Trail Blazers,2006,19730,364,1042,2427,5225,1339,1944,886,2203,1490,529,435,1205,1828
PHO,Phoenix Suns,2007,19905,785,1965,2603,4890,1476,1827,737,2583,2122,553,394,1189,1659
GSW,Golden State Warriors,2007,19755,700,1967,2561,5081,1515,2113,940,2456,1950,750,466,1309,1933
DEN,Denver Nuggets,2007,19780,484,1440,2680,5365,1827,2449,1001,2558,1920,678,435,1352,1756
WAS,Washington Wizards,2007,19830,561,1614,2509,5206,1855,2425,998,2379,1660,635,375,1133,1823
LAL,Los Angeles Lakers,2007,20030,608,1724,2495,4940,1660,2221,886,2495,1850,600,421,1273,1889
MEM,Memphis Grizzlies,2007,19980,500,1362,2498,5086,1835,2410,866,2375,1680,564,407,1343,1827
UTA,Utah Jazz,2007,19805,354,1056,2715,5415,1830,2462,1030,2456,2024,577,339,1277,2067
SAC,Sacramento Kings,2007,19805,530,1513,2411,5019,1891,2473,797,2396,1665,671,265,1194,1792
DAL,Dallas Mavericks,2007,19755,535,1404,2475,5038,1646,2045,920,2515,1632,560,408,1140,1837
MIL,Milwaukee Bucks,2007,19855,524,1472,2597,5242,1406,1919,941,2272,1771,587,224,1240,1821
TOR,Toronto Raptors,2007,19755,531,1464,2501,5083,1562,1982,755,2480,1822,581,321,1104,1672
SEA,Seattle SuperSonics,2007,19830,525,1451,2522,5177,1511,1911,928,2322,1695,631,301,1268,1801
CHI,Chicago Bulls,2007,19780,480,1237,2566,5426,1528,2083,984,2597,1832,639,445,1310,1908
SAS,San Antonio Spurs,2007,19780,595,1561,2404,4767,1486,1980,761,2577,1814,587,417,1137,1588
NJN,New Jersey Nets,2007,19880,609,1676,2304,4703,1566,2153,822,2525,1962,499,273,1212,1869
NYK,New York Knicks,2007,20005,474,1370,2429,4986,1714,2396,1032,2516,1532,543,260,1405,1932
HOU,Houston Rockets,2007,19855,705,1893,2201,4635,1436,1906,880,2673,1704,583,337,1162,1710
CHA,Charlotte Bobcats,2007,20005,457,1280,2503,5363,1568,2136,920,2346,1836,638,369,1224,1985
CLE,Cleveland Cavaliers,2007,19880,494,1404,2484,5254,1484,2133,1039,2529,1708,625,353,1177,1781
MIN,Minnesota Timberwolves,2007,20005,384,1089,2613,5414,1499,1892,819,2474,1848,532,325,1278,1758
DET,Detroit Pistons,2007,19880,449,1305,2493,5179,1539,1988,948,2374,1768,583,472,1001,1672
BOS,Boston Celtics,2007,19855,471,1283,2387,5171,1670,2178,918,2391,1630,589,382,1350,1971
LAC,Los Angeles Clippers,2007,19730,314,903,2566,5415,1769,2245,888,2484,1762,596,472,1239,1858
IND,Indiana Pacers,2007,19780,481,1389,2391,5172,1615,2125,990,2441,1680,599,447,1335,1912
NOK,New Orleans/Oklahoma City Hornets,2007,19880,455,1256,2516,5418,1436,1941,1025,2512,1537,522,347,1187,1620
PHI,Philadelphia 76ers,2007,19880,284,823,2648,5585,1637,2135,899,2353,1669,590,390,1258,1671
ORL,Orlando Magic,2007,19780,342,962,2533,5128,1679,2393,920,2418,1525,565,416,1392,1904
MIA,Miami Heat,2007,19855,528,1539,2391,4749,1393,2019,817,2526,1681,566,442,1201,1749
POR,Portland Trail Blazers,2007,19955,426,1232,2448,5160,1543,2006,923,2299,1513,555,380,1236,1931
ATL,Atlanta Hawks,2007,19880,341,1038,2490,5334,1677,2203,976,2312,1573,609,446,1306,1970
GSW,Golden State Warriors,2008,19780,761,2185,2642,5221,1538,2044,1045,2496,1833,744,377,1082,1875
DEN,Denver Nuggets,2008,19855,569,1605,2738,5433,1891,2519,918,2698,2024,752,551,1203,1731
PHO,Phoenix Suns,2008,19780,694,1764,2698,5018,1548,1977,720,2683,2188,532,518,1184,1633
LAL,Los Angeles Lakers,2008,19780,662,1751,2586,5067,1746,2270,898,2722,2003,654,438,1156,1691
UTA,Utah Jazz,2008,19705,407,1095,2872,5497,1745,2298,942,2410,2165,717,355,1200,1970
ORL,Orlando Magic,2008,19780,801,2074,2257,4372,1650,2288,768,2677,1706,520,333,1173,1688
IND,Indiana Pacers,2008,19755,755,2021,2347,4972,1568,2042,904,2633,1864,623,412,1236,1921
SAC,Sacramento Kings,2008,19830,510,1367,2533,5191,1812,2272,829,2456,1567,651,334,1317,1839
NOH,New Orleans Hornets,2008,19805,630,1621,2534,5175,1312,1707,937,2494,1785,637,321,974,1531
MEM,Memphis Grizzlies,2008,19805,620,1779,2440,4958,1517,2097,848,2567,1574,503,386,1251,1592
BOS,Boston Celtics,2008,19755,596,1564,2390,4722,1677,2176,830,2615,1833,696,379,1246,1864
DAL,Dallas Mavericks,2008,19730,494,1403,2531,5112,1690,2075,883,2643,1720,490,402,1037,1786
